time,patch,S_visitor,S_resident_home,S_resident_away,I_visitor,I_resident_home,I_resident_away,P_visitor,P_resident_home,P_resident_away,incidence_resident,incidence_traveller
320,2,42,281,40,26,148,25,1,5,1,2,1
320,3,40,229,37,18,196,31,0,6,1,0,1
320,4,58,189,47,17,215,44,0,4,1,3,0
321,0,51,313,55,29,113,17,0,2,0,1,0
321,1,38,287,45,39,147,17,2,4,0,0,0
321,2,42,280,41,23,153,19,0,6,1,2,0
321,3,36,228,36,20,199,30,0,6,1,2,0
321,4,55,190,45,16,217,44,0,4,0,3,0
322,0,53,308,62,30,111,17,1,2,0,0,0
322,1,49,281,52,37,141,23,2,3,0,0,0
322,2,39,277,44,25,150,22,0,6,1,0,0
322,3,42,231,35,20,195,31,0,6,2,0,1
322,4,52,192,42,20,223,39,0,4,0,1,0
323,0,51,315,57,29,110,16,1,2,0,0,0
323,1,47,286,47,34,140,23,3,4,0,0,0
323,2,44,273,47,18,151,22,0,5,2,2,0
323,3,38,232,35,19,194,31,0,6,2,0,1
323,4,44,194,38,20,236,28,0,4,0,1,0
324,0,47,314,57,30,112,15,1,2,0,1,2
324,1,40,283,51,39,140,22,3,3,1,1,1
324,2,47,268,50,17,151,23,1,6,2,3,1
324,3,42,231,34,20,196,31,0,6,2,1,0
324,4,46,201,30,19,231,34,0,4,0,1,0
325,0,41,321,48,25,116,13,0,2,0,2,1
325,1,43,290,43,32,140,23,3,3,1,1,0
325,2,45,264,53,24,155,20,1,6,2,0,0
325,3,38,225,38,19,198,31,0,6,2,3,0
325,4,45,201,30,22,230,35,1,4,0,1,0
326,0,45,325,44,24,112,17,0,2,0,1,0
326,1,41,282,51,25,139,24,1,2,2,0,0
326,2,46,267,50,25,154,21,3,7,1,0,0
326,3,29,228,36,18,204,24,0,7,1,0,0
326,4,47,204,27,21,239,27,1,2,1,2,0
327,0,46,318,49,24,111,20,0,1,1,2,0
327,1,41,285,48,29,140,23,0,2,2,1,0
327,2,51,264,53,24,153,22,4,8,0,1,0
327,3,32,233,34,20,202,25,0,5,1,0,0
327,4,44,201,30,19,240,26,1,2,1,0,0
328,0,41,319,48,29,107,24,0,1,1,1,0
328,1,42,287,46,29,140,23,0,2,2,0,0
328,2,48,269,46,20,157,20,4,8,0,2,0
328,3,35,231,36,21,202,25,0,6,0,1,0
328,4,37,205,27,24,234,31,0,2,1,1,0
329,0,39,315,54,32,107,22,0,1,1,0,0
329,1,51,291,42,35,143,20,0,2,2,0,0
329,2,37,269,46,18,155,22,3,8,0,1,0
329,3,37,232,36,21,191,35,0,5,1,3,0
329,4,42,205,28,27,230,34,1,3,0,0,0
330,0,32,312,56,31,109,21,0,2,0,1,0
330,1,50,288,44,37,143,21,0,2,2,2,0
330,2,41,271,45,20,152,26,2,5,1,2,0
330,3,30,236,31,19,195,33,1,4,1,2,0
330,4,50,205,27,31,228,37,1,3,0,1,0
331,0,27,308,61,27,111,17,0,3,0,0,0
331,1,45,289,43,30,135,29,0,2,2,1,1
331,2,46,278,37,27,158,20,1,6,1,1,0
331,3,29,238,29,20,197,31,2,5,0,3,0
331,4,45,209,22,30,229,37,0,3,0,1,0
332,0,30,317,52,22,115,13,0,3,0,0,0
332,1,38,292,40,29,141,23,0,3,1,0,0
332,2,43,284,34,29,156,20,1,6,0,0,0
332,3,29,236,34,15,188,39,1,3,0,0,0
332,4,43,210,23,32,231,32,0,3,1,1,0
333,0,41,315,54,24,114,14,0,3,0,1,0
333,1,38,295,38,31,140,24,0,2,1,0,0
333,2,37,285,34,24,154,21,1,6,0,0,0
333,3,33,236,37,15,188,36,0,3,0,2,0
333,4,37,208,23,32,234,31,0,4,0,2,0
334,0,46,308,59,30,112,18,1,3,0,3,0
334,1,43,287,45,29,136,29,0,2,1,0,0
334,2,43,283,37,28,149,25,1,6,0,0,1
334,3,31,235,35,21,186,41,1,3,0,3,0
334,4,42,201,29,33,237,28,0,3,2,3,0
335,0,40,309,58,29,113,17,0,3,0,0,0
335,1,39,289,42,30,144,23,0,1,1,2,0
335,2,34,284,35,25,147,28,1,6,0,2,0
335,3,32,242,28,20,186,41,1,3,0,2,0
335,4,41,205,23,29,243,24,0,4,1,3,0
336,0,41,320,48,25,112,17,0,3,0,0,0
336,1,40,288,43,28,146,20,0,2,1,1,1
336,2,37,283,34,19,148,29,1,6,0,1,0
336,3,38,236,36,19,197,28,0,3,0,0,0
336,4,36,197,31,24,246,21,0,5,0,2,0
337,0,41,319,50,28,109,19,0,3,0,0,0
337,1,37,288,44,27,141,24,0,3,0,0,0
337,2,38,280,36,26,150,28,0,6,0,1,0
337,3,41,234,34,27,199,30,0,3,0,4,0
337,4,35,199,28,22,239,29,0,5,0,1,0
338,0,41,325,46,32,108,18,0,2,1,0,0
338,1,35,286,47,27,141,23,1,3,0,0,0
338,2,37,280,33,19,156,25,1,6,0,3,0
338,3,43,230,38,24,201,28,1,2,1,1,0
338,4,41,197,33,22,235,30,0,4,1,0,0
339,0,41,324,48,28,106,19,0,2,1,0,0
339,1,37,285,49,21,138,25,1,3,0,0,0
339,2,38,281,34,18,156,24,1,5,0,0,0
339,3,39,231,40,25,203,23,1,2,1,0,0
339,4,46,200,30,25,239,26,0,4,1,0,0
340,0,41,323,49,26,108,17,0,2,1,0,0
340,1,31,283,51,25,140,23,1,3,0,0,0
340,2,38,279,36,17,160,21,1,4,0,1,1
340,3,37,238,34,19,197,28,1,2,1,0,0
340,4,49,201,26,28,242,26,0,4,1,3,0
341,0,36,323,49,29,111,13,0,1,3,0,0
341,1,31,290,44,21,137,26,2,3,0,1,0
341,2,41,280,36,26,156,24,1,3,1,0,0
341,3,38,243,28,21,201,25,1,2,1,2,0
341,4,44,192,33,24,238,33,1,4,0,3,0
342,0,39,322,51,32,109,14,0,2,2,0,0
342,1,33,288,46,25,140,23,2,3,0,0,0
342,2,42,281,35,29,152,28,1,2,2,0,1
342,3,40,241,30,26,196,30,1,2,1,1,0
342,4,36,195,28,22,234,39,1,4,0,1,1
343,0,42,322,52,32,108,14,0,2,2,0,0
343,1,33,278,54,24,141,24,2,3,0,3,0
343,2,44,283,32,30,158,23,2,2,2,1,0
343,3,43,231,39,32,194,33,1,2,1,2,1
343,4,47,189,32,17,233,41,1,4,1,2,0
344,0,35,327,46,20,108,14,1,4,1,1,0
344,1,26,287,45,20,146,19,2,3,0,0,0
344,2,35,285,28,27,157,26,1,2,2,2,0
344,3,45,236,34,31,200,25,0,3,2,2,0
344,4,42,192,30,21,237,35,1,6,0,0,1
345,0,31,330,44,17,110,10,0,6,0,0,1
345,1,28,286,45,24,146,20,1,3,0,1,1
345,2,41,293,22,23,156,25,0,2,2,0,0
345,3,40,229,38,26,200,28,0,5,0,3,0
345,4,42,188,33,20,246,27,1,6,0,1,0
346,0,27,330,45,20,102,17,0,5,1,0,0
346,1,32,285,46,22,143,23,1,3,0,1,0
346,2,46,289,25,21,156,26,0,2,2,2,0
346,3,42,230,38,29,205,22,0,5,0,1,0
346,4,36,191,29,21,248,25,2,7,0,2,0
347,0,26,331,44,26,106,13,0,5,1,1,0
347,1,30,290,43,21,138,26,1,3,0,0,0
347,2,37,284,31,26,155,26,0,3,1,0,0
347,3,46,233,36,30,201,26,0,4,0,0,0
347,4,37,198,22,21,240,33,1,7,0,3,0
348,0,29,336,39,22,108,11,1,5,1,0,0
348,1,24,287,44,27,141,25,0,3,0,2,0
348,2,36,282,34,24,148,31,0,5,0,2,0
348,3,46,236,34,30,195,30,0,5,0,0,0
348,4,41,195,25,28,239,34,1,6,1,0,0
349,0,30,326,50,22,110,9,1,4,1,1,0
349,1,37,287,45,23,139,26,0,2,1,0,0
349,2,35,272,45,26,148,30,2,5,0,0,0
349,3,48,236,35,27,197,27,0,5,0,0,0
349,4,51,197,26,27,237,33,1,5,2,0,0
350,0,42,323,53,25,107,12,1,4,1,0,0
350,1,32,280,52,31,137,28,0,1,2,1,0
350,2,39,273,45,23,145,32,2,5,0,1,0
350,3,45,236,34,26,194,31,0,5,0,1,0
350,4,54,193,28,32,238,34,2,5,2,2,0
351,0,47,329,47,25,104,15,2,4,1,0,0
351,1,23,278,54,37,134,31,1,1,2,0,0
351,2,35,272,47,21,145,31,2,4,1,0,0
351,3,42,243,27,26,193,32,0,5,0,0,0
351,4,49,201,21,39,233,39,2,3,3,2,0
352,0,43,334,43,27,106,13,2,3,1,0,0
352,1,27,277,54,30,138,28,1,1,2,1,0
352,2,34,276,45,24,148,26,2,4,1,0,0
352,3,45,239,29,19,197,30,0,5,0,3,0
352,4,41,202,19,34,236,37,2,3,3,1,0
353,0,43,336,42,29,105,13,2,3,1,0,1
353,1,34,283,48,29,135,31,1,1,2,1,0
353,2,32,278,43,18,143,32,2,3,1,1,0
353,3,36,235,31,30,202,27,0,5,0,1,0
353,4,43,196,24,30,241,33,2,3,3,1,0
354,0,46,334,44,36,105,13,1,3,1,0,0
354,1,38,281,50,27,134,32,1,2,1,0,0
354,2,29,278,42,21,147,29,3,4,0,2,0
354,3,36,237,29,26,201,29,0,3,1,1,0
354,4,39,192,23,30,242,37,1,3,3,5,0
355,0,45,336,44,41,102,14,1,3,1,1,0
355,1,37,275,55,31,142,26,1,2,0,2,0
355,2,33,281,38,21,151,26,0,4,0,1,0
355,3,42,241,25,27,198,32,0,4,0,1,0
355,4,36,185,31,29,227,51,1,4,2,2,0
356,0,38,341,39,34,97,19,0,2,2,0,0
356,1,42,274,53,32,152,19,1,2,0,2,0
356,2,36,290,29,21,152,25,0,4,0,1,1
356,3,32,238,29,26,191,37,1,5,0,0,1
356,4,33,185,31,26,239,39,1,5,1,1,0
357,0,33,339,41,29,102,14,0,3,1,0,0
357,1,35,281,45,22,151,21,1,2,0,1,0
357,2,31,288,30,23,158,20,0,4,0,1,0
357,3,39,240,25,25,203,27,1,4,1,2,1
357,4,36,183,33,21,240,38,1,5,1,1,0
358,0,30,334,45,27,99,18,1,2,2,1,1
358,1,27,284,40,27,152,22,0,2,0,1,1
358,2,38,283,36,27,159,18,1,4,0,0,0
358,3,43,244,22,23,204,25,1,4,1,0,0
358,4,38,181,33,20,238,41,1,6,1,1,0
359,0,32,340,41,32,101,14,0,4,0,0,0
359,1,25,287,36,26,149,26,0,2,0,1,1
359,2,43,278,41,20,159,18,0,4,0,1,0
359,3,43,237,29,22,195,34,0,4,1,0,0
359,4,36,182,32,25,246,33,1,7,0,1,0
360,0,34,325,56,29,99,16,0,4,0,1,0
360,1,32,280,41,21,152,25,1,2,0,2,0
360,2,45,286,33,28,160,17,0,4,0,0,0
360,3,40,242,25,19,200,28,0,4,1,0,0
360,4,36,181,32,26,243,37,1,6,1,1,0
361,0,36,333,48,26,100,15,0,4,0,1,0
361,1,31,285,37,20,148,28,0,2,0,0,0
361,2,34,281,36,34,160,19,0,4,0,2,0
361,3,40,241,26,22,200,28,0,4,1,0,0
361,4,29,190,23,27,239,39,1,9,0,2,1
362,0,34,345,34,29,99,18,1,4,0,1,0
362,1,32,282,39,20,156,21,1,2,0,1,1
362,2,30,283,35,31,154,24,0,4,0,0,0
362,3,40,234,33,24,200,28,0,2,3,0,0
362,4,30,186,25,24,243,37,1,9,0,3,0
363,0,33,339,40,28,103,15,1,3,0,1,0
363,1,36,278,44,26,153,24,0,0,1,0,0
363,2,34,278,41,28,153,25,1,3,0,0,0
363,3,42,231,33,23,205,25,0,3,3,3,0
363,4,44,182,31,23,239,39,2,9,0,0,0
364,0,38,335,45,28,103,14,1,3,0,0,0
364,1,39,273,50,24,158,18,0,1,0,0,0
364,2,42,273,46,21,151,27,0,3,0,1,2
364,3,49,230,33,27,205,25,0,4,3,1,0
364,4,40,182,34,19,241,35,2,8,0,0,0
365,0,34,342,37,27,103,15,1,3,0,2,0
365,1,37,278,45,25,159,17,0,1,0,1,0
365,2,38,276,43,23,152,25,1,4,0,0,0
365,3,38,230,32,25,202,29,0,3,4,1,0
365,4,40,188,30,20,239,34,3,8,1,0,0
366,0,32,340,37,32,107,12,0,2,2,2,0
366,1,37,281,42,23,161,15,0,1,0,0,0
366,2,41,278,42,20,152,25,1,3,0,1,0
366,3,41,223,35,14,203,32,1,6,1,5,0
366,4,36,189,31,26,240,31,2,8,1,1,0
367,0,39,336,42,34,103,15,0,3,1,0,0
367,1,41,286,37,24,165,11,0,1,0,1,1
367,2,43,281,40,19,152,23,0,4,0,0,0
367,3,34,223,36,15,201,33,0,6,1,0,0
367,4,35,184,37,24,237,34,2,8,0,0,0
368,0,42,338,40,29,106,12,0,4,0,0,0
368,1,37,289,38,29,158,15,0,0,0,0,0
368,2,39,280,40,20,151,25,0,4,0,2,0
368,3,27,228,31,22,202,31,0,7,1,1,0
368,4,33,191,29,17,238,34,1,8,0,2,0
369,0,41,333,45,24,101,17,0,4,0,0,0
369,1,42,287,39,30,157,17,0,0,0,1,0
369,2,42,275,45,19,151,25,0,4,0,1,0
369,3,29,232,30,24,196,34,0,6,2,1,0
369,4,35,190,30,25,243,29,2,8,0,1,0
370,0,39,331,47,23,96,22,0,4,0,1,0
370,1,47,287,39,35,158,16,1,0,0,1,0
370,2,41,272,45,31,150,29,2,4,0,3,0
370,3,29,234,29,26,194,35,0,6,2,2,0
370,4,39,186,35,24,234,37,1,6,2,0,0
371,0,32,332,46,22,101,17,0,4,0,0,0
371,1,27,292,35,28,159,14,1,0,0,0,0
371,2,43,283,33,32,160,20,3,4,0,2,0
371,3,31,240,27,23,197,29,0,5,2,1,0
371,4,44,182,36,20,229,45,0,6,2,3,0
372,0,35,335,42,20,103,16,0,4,0,2,0
372,1,21,289,39,32,153,19,0,0,0,0,0
372,2,38,284,32,27,160,20,2,4,0,1,0
372,3,41,243,23,28,198,29,0,7,0,1,0
372,4,36,183,35,21,229,44,0,7,2,0,1
373,0,38,333,46,24,105,13,0,3,0,0,1
373,1,21,288,40,35,150,21,0,1,0,0,0
373,2,44,285,31,22,158,22,2,4,0,0,0
373,3,44,235,33,24,197,28,0,7,0,0,0
373,4,35,186,32,25,227,46,0,7,2,1,0
374,0,41,331,47,20,106,13,0,3,0,0,0
374,1,27,291,35,42,153,20,0,1,0,2,0
374,2,36,276,40,24,157,23,1,4,0,0,0
374,3,33,240,26,23,199,28,0,7,0,2,1
374,4,39,191,28,19,228,44,0,8,1,1,0
375,0,44,334,45,29,106,12,1,3,0,0,0
375,1,27,289,36,33,148,26,0,0,1,1,0
375,2,35,275,41,27,160,20,3,4,0,0,0
375,3,35,235,33,21,192,32,0,8,0,1,0
375,4,44,192,30,22,228,42,0,5,3,2,1
376,0,48,336,44,27,106,12,1,2,0,0,0
376,1,32,285,39,29,155,20,1,0,1,0,0
376,2,40,269,47,26,156,24,1,4,0,1,1
376,3,35,235,36,20,198,25,0,5,1,2,0
376,4,45,188,34,18,232,39,1,5,2,2,0
377,0,43,328,53,22,104,13,1,2,0,1,0
377,1,40,284,37,25,160,18,0,0,1,3,0
377,2,39,271,47,26,154,24,1,4,0,0,0
377,3,43,230,43,23,195,25,0,6,1,0,0
377,4,50,189,35,19,234,35,1,6,1,1,0
378,0,45,332,49,20,105,12,1,1,1,0,1
378,1,31,279,41,23,157,22,0,0,1,2,0
378,2,40,275,43,32,157,21,3,3,1,1,0
378,3,41,233,39,21,191,30,0,5,2,1,0
378,4,49,194,34,25,230,36,2,5,1,0,0
379,0,47,327,56,18,102,13,1,2,0,0,1
379,1,38,278,43,24,153,25,0,0,1,1,1
379,2,46,271,46,32,162,17,1,3,1,2,0
379,3,43,226,42,26,194,30,1,7,1,3,0
379,4,47,194,34,23,228,38,2,4,2,0,0
380,0,47,323,60,25,104,11,1,2,0,1,0
380,1,39,280,43,28,155,21,0,0,1,0,0
380,2,52,280,38,31,162,17,1,2,1,0,0
380,3,41,225,44,26,190,33,0,7,1,2,0
380,4,41,194,35,17,220,45,2,5,1,2,0
381,0,35,326,58,21,98,16,2,2,0,0,0
381,1,34,284,37,26,154,24,0,0,1,2,0
381,2,44,283,35,31,164,14,1,3,1,0,0
381,3,33,237,32,30,191,32,0,7,1,0,0
381,4,43,204,27,21,220,43,2,4,2,0,0
382,0,34,326,58,23,99,15,2,2,0,0,0
382,1,34,277,44,23,153,25,0,0,1,0,0
382,2,42,287,31,28,161,16,1,5,0,1,0
382,3,37,233,36,25,196,27,0,8,0,1,0
382,4,51,200,29,17,232,33,0,4,2,3,0
383,0,35,329,55,22,97,17,2,1,1,0,0
383,1,34,281,43,33,146,29,1,0,1,1,0
383,2,45,283,38,29,155,19,1,5,0,0,0
383,3,41,230,37,32,196,29,0,8,0,2,0
383,4,53,194,35,16,227,38,0,4,2,2,0
384,0,37,336,48,16,100,14,2,1,1,1,0
384,1,35,277,46,35,144,32,1,0,1,2,0
384,2,37,282,39,28,157,17,2,5,0,0,1
384,3,43,232,35,31,204,21,0,7,1,3,0
384,4,51,195,35,14,224,40,0,4,2,0,0
385,0,31,342,42,18,102,12,2,1,1,0,0
385,1,30,276,46,39,148,28,1,1,1,2,1
385,2,33,282,39,23,152,22,0,5,0,1,0
385,3,41,238,28,31,199,27,0,8,0,1,0
385,4,49,199,29,16,228,38,0,5,1,3,0
386,0,31,349,36,24,102,11,0,1,1,0,0
386,1,35,275,46,39,150,27,1,2,0,1,0
386,2,34,280,41,27,153,21,0,5,0,0,0
386,3,38,238,30,27,194,30,0,8,0,0,0
386,4,38,206,23,18,219,46,0,6,0,0,0
387,0,37,354,31,22,101,12,0,1,1,0,0
387,1,38,279,42,33,151,26,1,2,0,0,0
387,2,39,281,39,29,153,22,0,5,0,2,0
387,3,28,228,41,27,196,27,0,8,0,0,0
387,4,40,202,29,22,217,46,0,6,0,0,0
388,0,42,349,37,29,99,12,0,2,1,0,0
388,1,36,280,41,30,154,23,2,2,0,1,0
388,2,33,279,41,27,153,23,0,3,1,1,0
388,3,31,224,45,22,191,33,0,7,0,1,0
388,4,46,205,24,20,228,37,0,6,0,2,0
389,0,46,341,44,31,96,16,0,3,0,1,0
389,1,39,280,42,34,148,27,1,3,0,1,0
389,2,37,280,42,31,150,24,0,3,1,0,0
389,3,38,225,44,23,191,33,0,7,0,2,0
389,4,37,206,25,19,225,38,0,6,0,2,0
390,0,41,337,46,33,95,19,0,3,0,1,0
390,1,37,273,49,29,152,23,1,2,1,0,0
390,2,39,277,46,25,153,20,0,3,1,1,0
390,3,47,227,42,23,191,32,0,8,0,0,0
390,4,39,211,20,23,225,39,1,5,0,2,1
391,0,33,340,46,32,98,12,0,4,0,0,1
391,1,34,277,45,24,148,27,1,2,1,1,0
391,2,36,281,44,20,153,18,0,3,1,1,0
391,3,49,230,38,24,191,31,0,10,0,1,0
391,4,41,211,20,22,229,34,1,6,0,3,0
392,0,32,337,49,24,100,10,0,4,0,0,0
392,1,31,283,40,29,152,22,0,3,0,0,0
392,2,35,277,48,17,152,19,0,4,0,0,0
392,3,47,238,32,26,182,38,0,10,0,0,0
392,4,44,212,20,28,227,35,0,6,0,2,0
393,0,30,328,57,23,102,9,1,4,0,2,0
393,1,36,287,37,20,150,23,0,2,1,1,0
393,2,40,274,52,24,152,18,0,4,0,0,0
393,3,46,239,32,31,190,29,1,10,0,0,0
393,4,52,208,26,23,219,42,0,4,1,3,0
394,0,32,340,45,29,100,11,2,4,0,0,1
394,1,33,279,47,24,143,28,0,2,1,0,0
394,2,38,285,40,25,152,19,0,4,0,1,0
394,3,39,239,31,35,187,33,0,10,0,1,0
394,4,51,207,30,22,214,44,0,4,1,0,0
395,0,36,333,50,34,103,10,2,4,0,2,0
395,1,46,275,49,26,145,28,0,2,1,2,0
395,2,34,286,38,19,147,25,0,4,0,1,0
395,3,45,232,38,30,190,31,0,9,0,3,0
395,4,50,202,36,22,220,37,0,4,1,2,0
396,0,33,327,55,30,101,13,2,4,0,1,1
396,1,48,269,55,22,146,27,0,2,1,1,0
396,2,44,290,32,21,155,19,0,4,0,1,0
396,3,43,231,39,33,187,35,0,8,0,1,1
396,4,46,204,33,24,222,36,0,4,1,3,1
397,0,33,325,58,25,97,16,1,4,0,0,0
397,1,50,268,55,22,150,24,0,3,0,2,0
397,2,37,281,40,22,151,25,0,3,0,2,0
397,3,43,239,30,25,190,33,0,8,0,1,0
397,4,47,211,27,31,231,27,0,3,1,2,0
398,0,31,330,53,21,100,14,1,3,0,1,0
398,1,53,277,46,19,154,20,1,3,0,0,0
398,2,42,281,40,26,153,22,0,4,0,0,1
398,3,41,232,36,24,191,33,0,6,2,1,0
398,4,41,203,33,28,232,29,0,3,0,3,0
399,0,33,329,54,25,98,16,0,2,1,0,0
399,1,42,281,43,21,146,27,1,3,0,0,0
399,2,40,273,49,22,153,22,0,3,0,0,0
399,3,49,236,32,28,196,28,0,7,1,2,0
399,4,37,212,23,21,238,24,1,3,0,1,0
400,0,29,338,45,32,98,16,0,3,0,0,0
400,1,39,283,42,27,148,24,1,3,0,1,0
400,2,40,278,45,27,152,22,0,3,0,0,0
400,3,43,232,36,20,189,36,0,6,1,1,0
400,4,39,211,22,20,236,28,0,3,0,2,0
401,0,32,331,52,31,103,11,0,3,0,0,0
401,1,41,291,38,24,144,24,1,3,0,0,0
401,2,41,271,49,29,157,20,0,3,0,3,0
401,3,42,230,36,17,189,38,0,6,1,2,0
401,4,42,207,23,26,232,34,0,4,0,4,0
402,0,29,328,57,32,102,10,0,3,0,0,0
402,1,46,293,35,25,148,21,0,3,0,1,0
402,2,36,274,45,30,153,24,1,3,1,2,0
402,3,37,236,29,18,184,43,1,7,1,2,0
402,4,40,211,22,28,228,35,0,4,0,0,0
403,0,30,332,53,28,100,12,0,3,0,0,0
403,1,37,296,33,25,150,18,0,3,0,0,0
403,2,33,272,46,29,151,27,1,4,0,1,0
403,3,38,227,35,24,195,35,0,5,3,3,0
403,4,49,215,20,28,219,42,2,4,0,0,0
404,0,34,334,52,35,100,11,1,3,0,0,0
404,1,50,294,33,27,146,24,1,3,0,2,0
404,2,35,267,52,26,150,27,3,3,1,1,0
404,3,41,223,40,22,189,40,0,5,3,0,0
404,4,49,206,32,26,224,34,1,2,2,0,0
405,0,30,329,57,38,100,11,0,3,0,1,0
405,1,49,294,34,29,145,25,1,2,0,0,0
405,2,40,270,47,24,154,25,2,4,0,2,0
405,3,41,227,36,27,190,39,0,6,2,2,0
405,4,48,203,34,24,217,42,1,2,2,2,0
406,0,36,325,60,35,102,10,0,3,0,1,0
406,1,56,290,38,28,147,22,1,3,0,1,2
406,2,44,265,51,24,156,24,2,4,0,1,0
406,3,41,226,38,26,188,40,0,6,2,2,0
406,4,45,201,35,22,221,39,1,2,2,1,0
407,0,34,327,56,32,103,11,0,3,0,2,1
407,1,50,289,40,23,150,17,1,4,0,0,0
407,2,40,266,49,25,157,24,2,4,0,1,0
407,3,39,237,29,25,188,39,0,6,1,0,0
407,4,45,201,34,18,228,32,0,3,2,2,0
408,0,34,329,54,32,101,13,0,3,0,1,0
408,1,51,288,41,28,146,20,3,5,0,0,0
408,2,38,271,43,27,150,32,2,4,0,1,0
408,3,33,232,33,30,191,37,0,5,2,1,0
408,4,41,211,26,18,225,33,0,2,3,1,0
409,0,32,334,50,32,96,18,0,2,0,0,0
409,1,53,290,39,26,144,22,2,5,0,0,0
409,2,37,269,45,30,151,31,2,4,0,1,0
409,3,33,234,32,28,185,43,0,4,2,1,0
409,4,43,206,32,24,231,26,0,3,2,0,0
410,0,33,340,42,29,100,16,1,2,0,2,0
410,1,47,293,35,26,149,18,2,5,0,1,0
410,2,35,267,45,24,153,31,2,4,0,2,0
410,3,32,229,38,26,190,36,0,2,5,0,0
410,4,45,205,32,23,231,27,1,4,1,1,0
411,0,25,342,42,23,102,12,1,2,0,0,0
411,1,50,296,33,23,145,21,1,5,0,0,0
411,2,37,275,37,19,154,30,2,4,0,1,0
411,3,30,231,38,28,192,32,0,3,4,1,0
411,4,38,207,30,27,233,25,1,4,1,1,0
412,0,29,338,45,25,103,12,1,2,0,1,0
412,1,46,286,43,22,146,20,1,4,1,0,0
412,2,39,270,40,23,162,24,2,4,0,3,0
412,3,33,237,34,23,194,29,1,4,2,1,0
412,4,48,205,33,24,225,32,0,3,2,1,0
413,0,34,326,57,29,101,14,0,2,0,0,0
413,1,49,283,46,23,143,23,1,4,1,1,0
413,2,42,273,37,27,165,20,2,5,0,1,0
413,3,48,241,32,25,194,27,1,4,2,0,0
413,4,47,190,48,24,213,44,0,4,1,2,0
414,0,34,338,45,32,101,14,0,1,1,0,1
414,1,37,286,44,22,142,23,1,4,1,0,0
414,2,42,271,39,26,168,18,2,4,0,1,0
414,3,43,231,38,28,192,32,1,6,1,3,0
414,4,48,199,38,21,216,42,0,4,1,2,0
415,0,37,332,53,31,101,12,0,2,0,0,1
415,1,40,293,38,16,141,23,1,4,1,0,1
415,2,36,280,29,24,170,17,1,4,0,1,0
415,3,36,221,46,28,194,32,1,6,1,2,0
415,4,51,202,34,28,216,43,0,4,1,1,0
416,0,35,331,57,36,100,10,0,2,0,0,0
416,1,45,291,40,21,133,31,1,4,1,0,0
416,2,34,277,33,22,167,19,1,4,0,1,0
416,3,43,226,41,27,195,31,1,6,1,1,0
416,4,50,202,36,28,214,43,0,4,1,0,0
417,0,40,336,53,31,96,13,0,2,0,0,0
417,1,47,294,38,21,136,28,1,3,1,1,0
417,2,32,275,36,21,163,22,2,3,1,1,1
417,3,41,220,47,27,198,26,1,7,2,2,1
417,4,50,201,36,31,216,42,0,5,0,0,0
418,0,40,345,44,26,99,10,0,2,0,0,0
418,1,43,290,42,19,142,22,1,3,1,1,1
418,2,37,269,42,20,161,24,2,3,1,0,0
418,3,42,217,49,28,201,24,1,6,3,2,0
418,4,49,201,34,28,219,41,1,5,0,1,0
419,0,38,352,38,20,98,10,0,2,0,0,0
419,1,44,295,38,17,144,19,1,4,0,1,0
419,2,30,267,44,18,161,24,2,3,1,1,0
419,3,32,221,45,29,207,17,0,8,2,1,0
419,4,49,209,28,23,221,37,0,5,0,0,0
420,0,35,351,41,24,98,9,0,1,0,0,0
420,1,41,297,36,17,147,16,1,4,0,1,0
420,2,31,268,44,18,163,21,0,3,1,0,0
420,3,37,219,48,24,204,19,0,10,0,1,0
420,4,55,207,30,19,221,37,0,5,0,1,0
421,0,35,352,40,16,98,8,0,2,0,0,0
421,1,33,298,37,21,146,16,2,3,0,0,0
421,2,29,274,38,15,167,17,0,3,1,0,0
421,3,37,228,40,22,203,19,0,8,2,2,0
421,4,51,207,30,16,228,30,1,5,0,2,0
422,0,43,350,42,21,96,10,1,2,0,0,0
422,1,29,287,47,18,142,21,1,3,0,1,0
422,2,33,277,37,18,164,17,0,4,1,0,0
422,3,44,229,40,24,204,17,0,8,2,1,0
422,4,46,208,29,14,228,30,1,5,0,0,0
423,0,36,340,52,23,100,7,1,1,0,1,1
423,1,34,294,39,23,149,15,1,3,0,2,0
423,2,31,277,38,21,164,15,0,5,1,0,0
423,3,47,228,41,27,200,23,0,6,2,1,0
423,4,46,208,24,10,220,44,1,4,0,6,0
424,0,40,334,58,23,98,9,0,1,0,0,0
424,1,35,286,48,26,146,16,0,4,0,1,1
424,2,37,276,42,25,161,15,0,6,0,0,0
424,3,46,228,39,25,197,28,0,7,1,1,0
424,4,50,210,21,10,224,41,1,4,0,1,1
425,0,42,340,53,21,96,10,0,1,0,0,0
425,1,34,286,49,25,141,20,0,3,1,0,0
425,2,39,287,31,27,165,11,1,6,0,0,0
425,3,35,226,42,25,194,29,1,7,2,0,1
425,4,47,208,22,15,224,43,1,3,0,4,0
426,0,45,339,54,23,94,12,0,1,0,0,0
426,1,35,284,50,24,143,19,0,3,1,2,0
426,2,39,285,32,34,159,18,1,6,0,1,0
426,3,36,226,42,22,198,25,1,7,2,3,1
426,4,44,210,21,16,220,45,1,4,0,0,0
427,0,42,330,62,27,92,15,1,1,0,1,0
427,1,38,284,47,23,143,22,0,3,1,4,0
