time,state,patch1,patch2,patch3,patch4,patch5
501,M,91.5538,172.906,280.174,376.716,429.739
501,Y,7.7946,20.1099,36.2081,57.3511,77.6535
501,Z,2.52119,6.37416,11.1756,17.5488,24.1637
502,M,88.6984,175.416,280.057,376.844,420.065
502,Y,7.56763,19.5595,35.2705,55.9446,75.1745
502,Z,2.52262,6.30659,11.1894,17.6422,24.2948
503,M,87.0286,165.974,278.151,381.46,425.759
503,Y,7.32624,18.9719,34.3803,54.8465,73.103
503,Z,2.50201,6.27698,11.187,17.6635,24.4678
504,M,83.7257,170.977,280.936,383.814,425.483
504,Y,7.08037,18.4698,33.8262,54.0517,70.9974
504,Z,2.48842,6.27819,11.2558,17.6364,24.6158
505,M,86.1532,168.279,275.342,385.032,427.935
505,Y,6.86702,17.9807,33.3465,53.1788,69.3823
505,Z,2.46084,6.29471,11.336,17.6048,24.7248
506,M,87.4378,167.651,272.108,382.529,422.941
506,Y,6.71709,17.5362,32.8218,52.3248,67.7505
506,Z,2.43693,6.3142,11.4188,17.6181,24.7576
507,M,88.5941,176.086,279.997,378.476,421.147
507,Y,6.57187,17.187,32.3189,51.5304,66.4602
507,Z,2.42091,6.34414,11.4498,17.6246,24.7899
508,M,86.0347,171.077,278.098,374.829,426.732
508,Y,6.43764,16.8702,31.7265,50.848,65.245
508,Z,2.42621,6.35,11.4534,17.6697,24.7433
509,M,87.3312,176.47,279.088,363.446,426.359
509,Y,6.31253,16.5792,31.2635,49.9749,64.346
509,Z,2.42217,6.33105,11.4412,17.7826,24.6153
510,M,87.5981,175.923,280.879,370.301,423.323
510,Y,6.2168,16.3269,30.9645,49.1297,63.3575
510,Z,2.4364,6.31866,11.4402,17.88,24.4644
511,M,90.5383,176.33,289.691,378.271,421.491
511,Y,6.13435,16.0423,30.7772,48.5563,62.568
511,Z,2.4504,6.31617,11.4025,17.9423,24.3624
512,M,87.7844,178.497,278.722,382.744,418.942
512,Y,6.03348,15.7458,30.6298,48.1002,61.8004
512,Z,2.44603,6.31069,11.3625,17.9974,24.3685
513,M,87.106,176.848,292.25,381.37,421.148
513,Y,5.93752,15.4413,30.6811,47.7899,61.0603
513,Z,2.3748,6.13797,11.0683,17.556,23.5906
514,M,83.7954,176.263,295.425,376.533,428.533
514,Y,5.81752,15.1852,30.6928,47.6194,60.2908
514,Z,2.29905,5.95359,10.7889,17.2114,22.9405
515,M,85.3159,173.937,289.282,373.079,426.18
515,Y,5.72386,15.005,30.3937,47.4168,59.6843
515,Z,2.22189,5.79602,10.615,16.962,22.2798
516,M,81.2843,170.943,285.554,363.671,428.562
516,Y,5.61584,14.8832,30.1062,47.0824,59.1312
516,Z,2.15494,5.64253,10.4645,16.6881,21.7729
517,M,82.1558,174.549,283.999,362.404,429.805
517,Y,5.52232,14.7402,29.7126,46.777,58.9149
517,Z,2.10789,5.50304,10.2998,16.4201,21.2608
518,M,88.3403,174.194,277.199,365.764,434.525
518,Y,5.45944,14.5697,29.3696,46.5103,58.881
518,Z,2.06232,5.39347,10.142,16.1708,20.8559
519,M,84.9062,174.774,274.679,357.987,447.772
519,Y,5.37143,14.479,29.0606,46.2071,58.83
519,Z,2.0202,5.29405,9.9561,15.9566,20.4746
520,M,84.5156,173.497,271.511,350.089,452.495
520,Y,5.29814,14.3804,28.7322,45.8141,58.8196
520,Z,1.98094,5.20272,9.81083,15.6826,20.1925
521,M,93.164,171.447,263.26,346.58,451.346
521,Y,5.31185,14.2613,28.3061,45.4018,58.9162
521,Z,1.9509,5.12355,9.71698,15.4174,19.8823
522,M,92.8476,174.103,263.034,346.122,452.111
522,Y,5.3499,14.2366,27.9046,44.8884,58.9759
522,Z,1.92503,5.03426,9.65822,15.2375,19.6345
523,M,92.5629,165.692,267.331,342.11,450.1
523,Y,5.35464,14.1596,27.5864,44.4112,59.0516
523,Z,1.89337,4.94121,9.61196,15.0944,19.3936
524,M,91.4066,165.323,267.598,346.599,441.99
524,Y,5.33589,14.0364,27.222,44.2864,59.1035
524,Z,1.86326,4.84565,9.62804,14.997,19.1614
525,M,94.8659,179.391,274.138,354.239,444.591
525,Y,5.3385,14.035,27.1425,44.1917,59.2598
525,Z,1.8256,4.76529,9.63172,14.9435,18.9199
526,M,88.0793,173.152,266.524,362.915,444.232
526,Y,5.31286,14.005,26.9423,44.2907,59.4228
526,Z,1.79621,4.70874,9.53787,14.8799,18.7296
527,M,83.7714,172.037,265.072,369.823,446.609
527,Y,5.28364,13.9486,26.7824,44.3934,59.6838
527,Z,1.76231,4.6705,9.44765,14.775,18.556
528,M,83.4943,177.333,257.464,378.741,445.148
528,Y,5.22481,13.9224,26.606,44.5724,59.9173
528,Z,1.73296,4.62562,9.32412,14.6791,18.4881
529,M,86.8448,177.6,257.818,384.967,445.633
529,Y,5.21311,13.9498,26.3848,44.8165,60.0145
529,Z,1.71323,4.57212,9.21649,14.5954,18.4775
530,M,86.2604,176.94,260.836,383.37,444.27
530,Y,5.20509,13.9606,26.1849,45.0022,60.0669
530,Z,1.68561,4.54366,9.11953,14.5003,18.4615
531,M,85.7343,168.246,261.753,375.633,448.443
531,Y,5.18563,13.9111,26.017,45.0889,60.1403
531,Z,1.66261,4.51273,9.01648,14.377,18.4582
532,M,86.1609,165.821,262.577,374.97,446.798
532,Y,5.20023,13.8611,25.8468,45.0851,60.082
532,Z,1.66691,4.47533,8.88274,14.2476,18.4885
533,M,88.3448,171.739,264.22,368.073,439.919
533,Y,5.20554,13.8744,25.8062,44.8791,60.0506
533,Z,1.67885,4.46761,8.75677,14.0865,18.5073
534,M,86.7103,182.465,262.098,367.266,431.927
534,Y,5.21758,13.9414,25.6931,44.6129,59.777
534,Z,1.68034,4.44342,8.6569,13.9367,18.531
535,M,84.3393,177.719,261.088,368.339,443.634
535,Y,5.23449,13.8713,25.5525,44.3297,59.8789
535,Z,1.67446,4.40476,8.54256,13.8975,18.5473
536,M,85.8054,180.647,264.679,372.905,437.071
536,Y,5.22927,13.8271,25.498,44.1892,60.0063
536,Z,1.67528,4.40433,8.51761,13.8678,18.5964
537,M,87.1248,187.782,266.111,365.315,438.364
537,Y,5.20904,13.9043,25.3702,44.1476,60.0969
537,Z,1.66723,4.3949,8.45479,13.8989,18.6475
538,M,88.3123,181.604,266.5,360.283,438.627
538,Y,5.2097,13.9246,25.2602,44.2287,59.9826
538,Z,1.65806,4.37723,8.40461,13.9311,18.7294
539,M,92.9811,177.843,265.05,366.555,443.365
539,Y,5.23396,13.9247,25.1282,44.2872,60.0131
539,Z,1.6396,4.36898,8.34923,13.9873,18.8027
540,M,90.883,176.259,262.845,374.899,445.828
540,Y,5.21695,13.869,25.1003,44.3355,60.1775
540,Z,1.63593,4.37759,8.27983,14.0639,18.8332
541,M,93.4947,177.533,264.461,367.109,434.545
541,Y,5.23612,13.8661,25.1015,44.364,59.6947
541,Z,1.63341,4.38098,8.21711,14.1222,18.8496
542,M,87.7452,177.78,262.314,366.399,444.191
542,Y,5.22935,13.9491,25.0233,44.1533,59.4955
542,Z,1.62731,4.36546,8.16441,14.1494,18.8727
543,M,90.6707,180.702,263.983,357.659,444.772
543,Y,5.22865,14.0203,25.0088,43.8728,59.3134
543,Z,1.63189,4.34976,8.11102,14.1482,18.8544
544,M,90.6036,183.332,254.685,356.993,440.795
544,Y,5.21297,14.0469,24.8541,43.7632,59.1921
544,Z,1.63355,4.35394,8.09826,14.0835,18.8445
545,M,89.6433,182.099,259.816,354.594,447.115
545,Y,5.19133,14.0547,24.826,43.6421,59.0114
545,Z,1.63733,4.37495,8.06277,14,18.7586
546,M,90.5789,188.189,259.935,350.634,443.804
546,Y,5.22491,14.0628,24.8216,43.585,58.6622
546,Z,1.64264,4.35297,8.01864,13.9111,18.7906
547,M,96.821,189.17,256.441,353.371,444.423
547,Y,5.27407,14.0406,24.7618,43.5632,58.586
547,Z,1.641,4.3391,8.00154,13.867,18.8306
548,M,98.8389,187.353,249.697,349.534,443.181
548,Y,5.26911,14.103,24.7299,43.6123,58.366
548,Z,1.63465,4.36333,7.96143,13.854,18.859
549,M,98.855,181.218,249.927,355.08,449.263
549,Y,5.27904,14.1252,24.65,43.532,58.5388
549,Z,1.63486,4.3697,7.92691,13.8794,18.8232
550,M,97.0695,181.096,255.535,350.172,446.637
550,Y,5.26607,14.0988,24.5852,43.6105,58.5484
550,Z,1.64247,4.36973,7.88551,13.8978,18.8327
551,M,92.7626,180.086,258.781,356.555,430.773
551,Y,5.20759,14.034,24.6171,43.8315,58.4546
551,Z,1.63714,4.35225,7.87674,13.9129,18.8843
552,M,89.7863,180.078,261.703,351.5,435.396
552,Y,5.0968,14.0028,24.6863,43.9906,58.4341
552,Z,1.64315,4.35133,7.87712,13.9219,18.7328
553,M,92.5077,180.97,260.733,354.15,438.656
553,Y,5.07949,14.0259,24.6422,44.1303,58.3049
553,Z,1.64103,4.37736,7.85257,13.8558,18.6703
554,M,95.8569,182.673,262.559,351.135,428.99
554,Y,5.077,14.0789,24.7492,44.1612,57.9827
554,Z,1.6408,4.39971,7.84803,13.7678,18.6132
555,M,95.2712,178.806,260.604,347.521,432.891
555,Y,5.07748,14.059,24.7982,44.2365,57.5652
555,Z,1.63588,4.40805,7.79947,13.7333,18.5751
556,M,96.5441,180.725,259.743,347.869,436.402
556,Y,5.12158,14.0847,24.855,44.1141,57.2822
556,Z,1.6291,4.41053,7.79067,13.6954,18.5184
557,M,91.3897,178.853,260.769,345.482,445.862
557,Y,5.09871,14.1523,24.9207,43.7662,57.2364
557,Z,1.63963,4.41306,7.78929,13.6774,18.4088
558,M,92.1507,170.867,256.292,348.734,451.676
558,Y,5.1035,14.166,24.9711,43.386,57.1289
558,Z,1.65506,4.4061,7.77051,13.6706,18.3849
559,M,88.3357,171.781,259.463,364.261,458.708
559,Y,5.11908,14.0912,25.0439,43.2702,57.0244
559,Z,1.6535,4.42568,7.76049,13.686,18.3159
560,M,85.8021,176.202,256.016,365.634,456.937
560,Y,5.12314,14.0256,25.0853,43.1801,56.906
560,Z,1.65662,4.43264,7.73544,13.6608,18.3701
561,M,84.4219,179.282,257.415,359.671,457.144
561,Y,5.10256,14.031,25.1065,43.0453,56.8474
561,Z,1.65255,4.42434,7.71509,13.6854,18.3731
562,M,84.0797,180.254,261.373,369.604,453.729
562,Y,5.05408,14.1158,25.1333,43.2594,56.5973
562,Z,1.6342,4.40403,7.72511,13.7548,18.3437
563,M,86.4717,177.529,261.336,365.044,453.356
563,Y,5.03115,14.1832,25.0867,43.4127,56.469
563,Z,1.59943,4.39422,7.74682,13.8047,18.3372
564,M,86.8246,177.776,256.802,362.739,454.821
564,Y,4.98075,14.1457,25.1722,43.3109,56.6474
564,Z,1.594,4.40149,7.73297,13.8486,18.2967
565,M,86.2421,182.498,255.422,362.465,455.239
565,Y,4.94257,14.1808,25.1286,43.3381,56.7369
565,Z,1.59322,4.41811,7.76656,13.8582,18.1956
566,M,86.6179,182.248,255.08,364.919,453.815
566,Y,4.93516,14.1984,25.0429,43.413,56.8865
566,Z,1.59337,4.41187,7.78192,13.8819,18.0646
567,M,89.6561,183.824,248.472,360.827,461.533
567,Y,4.95318,14.1981,24.8764,43.4597,57.1999
567,Z,1.60721,4.41993,7.79976,13.8435,17.9758
568,M,88.7905,188.841,254.225,366.144,460.38
568,Y,4.94099,14.3499,24.8053,43.5465,57.3562
568,Z,1.60003,4.44113,7.82037,13.7343,17.9614
569,M,82.6114,187.957,260.302,366.43,460.242
569,Y,4.90093,14.4341,24.7202,43.7251,57.693
569,Z,1.60153,4.44544,7.83621,13.615,17.9277
570,M,79.7503,185.361,258.572,364.887,453.818
570,Y,4.83462,14.4438,24.6316,43.8932,58.0037
570,Z,1.60642,4.42197,7.85904,13.5786,17.8949
571,M,80.7753,184.825,256.115,366.198,446.236
571,Y,4.80036,14.4907,24.4066,44.0426,58.1492
571,Z,1.60769,4.40139,7.87203,13.5504,17.8577
572,M,79.8977,187.043,263.803,357.478,443.012
572,Y,4.77401,14.568,24.326,44.0267,58.1685
572,Z,1.60124,4.40306,7.87868,13.5081,17.8393
573,M,84.508,186.338,275.223,359.53,441.011
573,Y,4.75886,14.5859,24.4739,43.9428,58.1524
573,Z,1.58602,4.4297,7.88711,13.5753,17.7608
574,M,85.9572,179.405,271.101,359.577,449.11
574,Y,4.80352,14.532,24.5982,43.86,58.1296
574,Z,1.57883,4.45085,7.87248,13.6234,17.7206
575,M,89.0615,172.264,274.591,356.92,444.699
575,Y,4.87559,14.4023,24.8333,43.5612,57.9417
575,Z,1.56301,4.43906,7.89931,13.5914,17.7766
576,M,89.1553,170.338,273.232,354.528,438.929
576,Y,4.93978,14.2394,24.9767,43.2543,57.8493
576,Z,1.55103,4.45008,7.88563,13.6,17.8046
577,M,91.0398,169.504,271.108,362.275,440.936
577,Y,4.99954,14.1072,24.9914,43.1869,57.7914
577,Z,1.5487,4.45562,7.85872,13.6235,17.8516
578,M,98.1358,176.854,274.598,367.447,443.643
578,Y,5.09283,14.0342,25.1506,43.1965,57.5764
578,Z,1.55436,4.45552,7.80647,13.6381,17.9499
579,M,93.7222,186.168,275.038,373.003,448.778
579,Y,5.14607,14.0058,25.3656,43.2612,57.4079
579,Z,1.55054,4.50316,7.78415,13.6653,17.999
580,M,94.25,193.651,280.834,369.002,448.001
580,Y,5.15631,14.0137,25.6406,43.2849,57.2307
580,Z,1.53796,4.52956,7.75747,13.7214,18.1047
581,M,92.925,192.286,288.751,363.602,450
581,Y,5.16358,13.997,26.0011,43.2236,57.171
581,Z,1.51716,4.53263,7.72965,13.7741,18.2022
582,M,95.3325,189.258,284.176,356.942,433.8
582,Y,5.17822,13.912,26.2775,43.0888,57.0127
582,Z,1.5064,4.54732,7.65904,13.821,18.2478
583,M,94.7992,184.732,278.258,358.148,441.72
583,Y,5.18192,13.7829,26.3953,43.1439,56.9767
583,Z,1.49814,4.57159,7.63376,13.816,18.2539
584,M,94.3193,182.459,285.532,350.233,447.048
584,Y,5.18965,13.7553,26.5647,42.9745,57.0226
584,Z,1.49338,4.57721,7.68016,13.7897,18.2488
585,M,94.7874,184.913,286.679,352.11,441.944
585,Y,5.2138,13.8103,26.6478,42.8083,56.8375
585,Z,1.5074,4.5603,7.71917,13.7637,18.2417
586,M,97.9087,188.922,285.011,358.299,450.849
586,Y,5.27034,13.8077,26.7178,42.6749,56.8457
586,Z,1.53001,4.51959,7.79296,13.67,18.1827
587,M,98.0178,188.029,283.51,353.969,457.964
587,Y,5.34017,13.8132,26.7135,42.4787,56.8424
587,Z,1.55015,4.46847,7.83795,13.5737,18.1537
588,M,97.216,188.126,282.159,355.472,454.468
588,Y,5.37344,13.81,26.6556,42.3286,57.1495
588,Z,1.56891,4.42698,7.84257,13.5525,18.1356
589,M,93.7944,191.814,280.043,358.625,459.421
589,Y,5.35391,13.8445,26.705,42.1673,57.3686
589,Z,1.59819,4.40407,7.89252,13.5555,18.0681
590,M,90.715,188.832,270.939,358.762,461.179
590,Y,5.32761,13.9034,26.5492,41.9264,57.6016
590,Z,1.61489,4.39518,7.95998,13.5758,18.0152
591,M,88.8435,187.049,273.545,360.686,456.461
591,Y,5.3075,13.9118,26.3589,41.9171,57.7053
591,Z,1.6181,4.39763,8.0463,13.5833,17.9596
592,M,89.8591,183.644,277.69,363.317,452.215
592,Y,5.29802,13.9038,26.4245,41.8056,57.7683
592,Z,1.62039,4.39241,8.15944,13.564,17.9409
593,M,89.8732,185.98,285.921,363.886,444.793
593,Y,5.25571,13.8835,26.5759,41.7839,57.7706
593,Z,1.62498,4.36573,8.24616,13.5217,17.8912
594,M,85.3859,184.482,282.529,356.297,446.214
594,Y,5.17707,13.8678,26.6532,41.8406,57.6475
594,Z,1.62614,4.32521,8.28313,13.539,17.8799
595,M,86.7473,188.534,280.376,358.467,443.893
595,Y,5.10308,13.9158,26.7129,41.7357,57.7182
595,Z,1.62857,4.31655,8.33628,13.4859,17.8943
596,M,85.2726,185.88,274.839,361.321,458.003
596,Y,5.04047,13.8567,26.646,41.7215,57.9355
596,Z,1.63615,4.33381,8.36236,13.4337,17.8362
597,M,86.6453,180.792,271.655,367.489,450.903
597,Y,4.98545,13.7004,26.5446,41.8607,58.1222
597,Z,1.65389,4.33299,8.38432,13.3918,17.8388
598,M,88.7808,185.213,265.189,362.24,448.113
598,Y,4.95003,13.5878,26.3432,41.9267,58.2278
598,Z,1.6758,4.33474,8.38297,13.3303,17.8377
599,M,90.7027,183.792,264.77,377.316,457.301
599,Y,4.90022,13.4593,26.2233,42.1915,58.6296
599,Z,1.68624,4.33374,8.3648,13.2831,17.9341
600,M,93.3324,190.613,266.193,374.684,450.271
600,Y,4.86302,13.4617,25.9876,42.4904,58.8765
600,Z,1.68011,4.34455,8.38032,13.2325,18.0029
601,M,96.5992,186.851,270.174,366.016,456.544
601,Y,4.85913,13.4601,25.7358,42.605,59.1262
601,Z,1.67186,4.36303,8.33141,13.1569,18.076
602,M,93.2393,195.166,267.457,370.814,451.39
602,Y,4.80083,13.561,25.4879,42.815,59.1341
602,Z,1.66555,4.36566,8.2717,13.154,18.1085
603,M,90.2153,191.85,275.811,367.933,446.751
603,Y,4.76939,13.6184,25.4534,42.6816,59.0044
603,Z,1.66258,4.36317,8.29228,13.119,18.1283
604,M,90.1938,195.165,267.13,376.14,444.376
604,Y,4.75586,13.7381,25.3186,42.8547,58.5502
604,Z,1.6493,4.3568,8.3398,13.1122,18.129
605,M,90.1744,194.548,271.017,377.226,440.438
605,Y,4.71424,13.8642,25.2228,43.0863,57.9931
605,Z,1.62462,4.35187,8.36407,13.13,18.0904
606,M,88.357,194.893,265.515,375.503,445.894
606,Y,4.62962,14.1441,25.1052,43.0276,57.5961
606,Z,1.6014,4.36692,8.38278,13.0971,18.1126
607,M,91.2213,193.404,265.064,365.853,443.605
607,Y,4.59277,14.3341,25.0199,42.7148,57.3751
607,Z,1.58175,4.34839,8.3618,13.0927,18.1808
608,M,89.2992,187.564,260.157,376.967,451.444
608,Y,4.56213,14.4165,24.8749,42.6125,57.1667
608,Z,1.56449,4.29932,8.32998,13.1363,18.2394
609,M,92.9692,192.207,247.642,390.571,462.1
609,Y,4.58578,14.4557,24.6448,42.7146,57.0051
609,Z,1.55337,4.26399,8.26677,13.157,18.2725
610,M,90.8723,187.387,248.077,391.114,459.09
610,Y,4.66931,14.5013,24.3254,42.656,56.5698
610,Z,1.53774,4.22367,8.22914,13.2401,18.3986
611,M,87.1851,187.548,250.27,383.502,462.681
611,Y,4.69662,14.5427,24.1771,42.4658,56.2281
611,Z,1.52607,4.22441,8.15518,13.3339,18.4761
612,M,84.7666,186.793,250.443,373.052,458.713
612,Y,4.70588,14.4897,24.0748,42.1289,55.918
612,Z,1.52485,4.22392,8.07616,13.3699,18.5544
613,M,86.1899,182.514,254.198,374.447,455.142
613,Y,4.74024,14.3461,23.9393,42.0157,55.7803
613,Z,1.50655,4.25559,7.99836,13.4358,18.5569
614,M,89.2709,182.262,253.979,381.102,453.727
614,Y,4.79208,14.2102,23.8849,42.0357,55.5622
614,Z,1.49669,4.27359,7.98755,13.394,18.5162
615,M,88.4438,180.236,249.281,383.492,456.055
615,Y,4.81478,14.0703,23.7226,42.2241,55.3023
615,Z,1.49244,4.31116,7.94526,13.4483,18.3737
616,M,92.1995,178.413,253.153,382.943,463.549
616,Y,4.85749,13.9478,23.6329,42.3382,55.1294
616,Z,1.47938,4.35073,7.91517,13.521,18.1989
617,M,90.1795,183.971,252.137,382.448,463.994
617,Y,4.85999,13.9415,23.4663,42.4659,55.0683
617,Z,1.45282,4.43857,7.87829,13.5025,18.0743
618,M,86.5616,175.474,244.924,375.704,466.195
618,Y,4.82759,13.8591,23.2212,42.5645,55.0867
618,Z,1.44126,4.49819,7.85151,13.4044,18.0049
619,M,90.5054,181.327,251.931,366.933,467.275
619,Y,4.83239,13.8382,23.168,42.4672,55.0394
619,Z,1.43164,4.52406,7.80601,13.3723,17.9395
620,M,99.4549,182.094,258.238,361.74,458.348
620,Y,4.86529,13.8118,23.1145,42.3943,54.9464
620,Z,1.43907,4.53635,7.73379,13.4043,17.8888
621,M,98.5094,181.885,256.714,357.966,462.013
621,Y,4.91355,13.806,23.1531,42.0097,54.9017
621,Z,1.46528,4.55068,7.63358,13.3859,17.7522
622,M,95.8584,179.896,262.543,357.269,455.412
622,Y,4.87956,13.8541,23.3249,41.5675,54.9783
622,Z,1.47385,4.56365,7.58703,13.3262,17.645
623,M,94.3726,183.507,264.189,359.342,456.671
623,Y,4.86159,13.9449,23.4547,41.1611,55.1188
623,Z,1.47675,4.54702,7.55493,13.2205,17.5477
624,M,93.0353,178.656,266.57,360.308,449.704
624,Y,4.84808,13.9998,23.5339,40.9804,55.0733
624,Z,1.48754,4.50196,7.5124,13.185,17.5044
625,M,93.6318,181.49,272.313,368.377,454.233
625,Y,4.84677,14.0225,23.6412,40.8967,55.029
625,Z,1.50381,4.4593,7.49534,13.1913,17.436
626,M,89.6686,175.941,272.082,368.44,464.61
626,Y,4.81485,13.9119,23.6635,41.0806,55.1524
626,Z,1.51093,4.4154,7.4444,13.2504,17.3545
627,M,87.0018,170.047,278.173,362.196,467.649
627,Y,4.80596,13.7942,23.7832,41.3455,54.8756
627,Z,1.52433,4.37697,7.41626,13.2862,17.3002
628,M,89.1016,171.042,269.256,344.876,470.384
628,Y,4.79541,13.7614,23.8487,41.2024,54.7596
628,Z,1.52512,4.375,7.36398,13.3263,17.281
629,M,87.3914,162.938,261.23,335.588,472.846
629,Y,4.77677,13.7154,23.7684,40.941,54.7886
629,Z,1.51495,4.34914,7.28707,13.3572,17.2868
630,M,89.4523,169.144,272.007,338.03,470.561
630,Y,4.79373,13.6414,23.929,40.6114,54.8063
630,Z,1.51645,4.34256,7.27037,13.3267,17.2719
631,M,90.4071,168.43,268.207,351.027,477.505
631,Y,4.82139,13.4954,23.9528,40.399,55.19
631,Z,1.52678,4.33429,7.25358,13.3038,17.2428
632,M,90.3663,166.887,270.186,358.224,476.554
632,Y,4.80334,13.3378,24.0027,40.2933,55.7646
632,Z,1.54192,4.33247,7.2657,13.1831,17.2287
633,M,91.2297,169.098,265.667,349.402,476.599
633,Y,4.79613,13.2027,23.9935,40.0244,56.1702
633,Z,1.53126,4.34755,7.31959,13.0443,17.2528
634,M,92.9067,169.288,263.401,348.661,470.339
634,Y,4.79012,13.0703,24.0567,39.8766,56.3499
634,Z,1.52562,4.37606,7.36035,12.9168,17.2969
635,M,87.2161,173.06,255.061,347.995,470.105
635,Y,4.7291,12.9764,24.0003,39.8715,56.3316
635,Z,1.52138,4.39328,7.3852,12.8601,17.2826
636,M,82.0945,171.054,252.955,345.596,471.695
636,Y,4.62818,12.8608,24.0165,39.9338,56.3134
636,Z,1.52097,4.40042,7.41887,12.8338,17.2687
637,M,86.485,171.048,250.159,353.336,476.725
637,Y,4.55257,12.7673,23.9699,40.1996,56.2847
637,Z,1.51095,4.36569,7.42587,12.8915,17.3074
638,M,85.9365,173.743,252.143,356.703,470.453
638,Y,4.50515,12.7378,23.8289,40.472,56.3349
638,Z,1.50816,4.32875,7.46341,12.9746,17.2205
639,M,80.9429,173.469,257.529,347.132,463.907
639,Y,4.44911,12.6545,23.8607,40.5271,56.2243
639,Z,1.50485,4.31847,7.48397,12.9297,17.1841
640,M,83.6486,168.722,266.876,343.919,458.017
640,Y,4.42814,12.6139,24.0267,40.3302,55.9149
640,Z,1.499,4.30403,7.45876,12.8477,17.1933
641,M,91.4837,165.35,258.188,344.627,453.615
641,Y,4.49822,12.5066,24.0048,40.2089,55.5475
641,Z,1.50432,4.28081,7.50917,12.7443,17.1988
642,M,93.1353,167.715,255.77,347.964,450.554
642,Y,4.56087,12.4424,23.9846,40.0042,55.3127
642,Z,1.513,4.23501,7.51663,12.6776,17.3192
643,M,91.0218,168.943,255.393,346.468,448.698
643,Y,4.62703,12.3527,23.986,39.7111,55.1007
643,Z,1.50734,4.18553,7.53229,12.6445,17.4995
644,M,90.9196,170.949,263.153,349.621,455.128
644,Y,4.65809,12.2217,24.072,39.5537,55.0322
644,Z,1.50507,4.14314,7.52942,12.5601,17.6268
645,M,89.9277,171.854,262.038,347.059,456.416
645,Y,4.63511,12.1597,24.1759,39.4054,54.9664
645,Z,1.50319,4.1016,7.54924,12.5137,17.6832
646,M,92.6349,176.269,270.034,351.953,450.374
646,Y,4.65949,12.0768,24.3111,39.4006,54.9372
646,Z,1.48404,4.07215,7.53155,12.5121,17.6774
647,M,97.7714,176.642,265.531,363.558,437.737
647,Y,4.70446,12.0728,24.3422,39.6539,54.5576
647,Z,1.45237,4.03586,7.53663,12.5316,17.6717
648,M,98.7943,174.278,268.678,369.502,437.163
648,Y,4.76251,12.1056,24.3244,39.9185,54.1363
648,Z,1.42864,4.00652,7.52202,12.6151,17.6627
649,M,92.5148,176.65,268.81,373.952,449.247
649,Y,4.77767,12.203,24.3373,40.1995,53.7714
649,Z,1.41376,3.99725,7.47776,12.7005,17.6785
650,M,90.4634,177.885,266.229,364.457,459.222
650,Y,4.83783,12.2683,24.2633,40.3938,53.3925
650,Z,1.39618,3.97111,7.48773,12.7178,17.6438
651,M,94.017,178.996,266.606,365.811,466.4
651,Y,4.90834,12.3313,24.1916,40.5074,53.3545
651,Z,1.3896,3.95838,7.53984,12.656,17.5467
652,M,92.7153,170.997,265.145,365.23,470.16
652,Y,4.94361,12.3567,24.0928,40.5742,53.5206
652,Z,1.41159,3.92469,7.53295,12.618,17.4314
653,M,88.8438,170.097,261.131,368.307,482.544
653,Y,4.89717,12.3363,24.0837,40.5936,54.0326
653,Z,1.43125,3.90455,7.52661,12.5538,17.3577
654,M,85.3594,171.087,265.618,373.776,490.989
654,Y,4.85784,12.2362,24.25,40.4757,54.66
654,Z,1.45201,3.87642,7.52705,12.4618,17.2912
655,M,84.9235,169.279,262.456,359.799,485.99
655,Y,4.8207,12.0788,24.3951,40.196,55.2904
655,Z,1.46176,3.8353,7.55406,12.4124,17.2697
656,M,87.2311,164.951,265.91,362.519,482.391
656,Y,4.83696,11.9605,24.4619,39.8581,55.7284
656,Z,1.45455,3.81583,7.58665,12.3658,17.249
657,M,86.608,166.456,269.019,353.267,480.052
657,Y,4.81978,11.8589,24.5371,39.5412,56.0973
657,Z,1.4622,3.78983,7.62907,12.3643,17.2399
658,M,84.2472,165.11,265.517,355.74,475.247
658,Y,4.7851,11.7277,24.6174,39.3067,56.2445
658,Z,1.47631,3.78857,7.63884,12.4438,17.1207
659,M,85.7225,165.699,270.466,353.466,470.922
659,Y,4.76345,11.6703,24.6698,38.9936,56.2942
659,Z,1.49453,3.79887,7.63324,12.5268,16.9885
660,M,82.5502,168.029,266.819,348.72,470.63
660,Y,4.7363,11.7263,24.5013,38.6282,56.6195
660,Z,1.49928,3.82942,7.6373,12.615,16.874
661,M,79.6952,169.226,257.237,341.748,464.067
661,Y,4.73408,11.7633,24.2923,38.2505,56.5007
661,Z,1.51816,3.84993,7.61409,12.676,16.7551
662,M,78.0257,171.204,256.713,349.873,469.86
662,Y,4.68215,11.846,24.0334,37.9937,56.6191
662,Z,1.54029,3.8697,7.59159,12.7116,16.7432
663,M,79.2231,170.283,255.342,350.886,462.474
663,Y,4.63102,11.9282,23.8748,37.9024,56.3919
663,Z,1.55136,3.87765,7.56057,12.7326,16.7953
664,M,76.7008,167.655,255.008,349.997,454.027
664,Y,4.58083,11.9496,23.8145,37.7711,55.9908
664,Z,1.53678,3.87126,7.55773,12.7387,16.956
665,M,80.7307,167.089,262.807,342.897,447.324
665,Y,4.5397,11.9781,23.8914,37.3603,55.9147
665,Z,1.52444,3.83986,7.60992,12.7017,17.1529
666,M,79.8577,173.781,264.426,349.108,450.292
666,Y,4.49171,11.9925,24.0361,37.0297,55.9478
666,Z,1.51279,3.79046,7.65543,12.6139,17.3507
